sigma_COD,sigma_NH4,sigma_NOx,sigma_TKN,sigma_Alkalinity,sigma_TSS
3.679311072871134,0.17067063023330795,1.4335141527763275,0.8738369894398718,0.5477670272439703,4.6243157381534346
3.6085785031839444,0.13867629916432267,1.4442782950783308,0.943474521053124,0.6151761950099313,5.018116452702194
3.425884739310905,0.1506051052678305,1.4578078574748379,0.7376762546677672,0.6805270540867533,5.767032894681233
3.366477964562737,0.19004080321743308,1.832370010323881,0.7800330446600657,0.5477136702349067,5.330639821816399
3.360073552686162,0.1579272548654081,1.5970962840008658,0.9334587280997293,0.5856660630572571,4.94980530634669
3.410920338623033,0.13445143730840725,1.3672038991258613,0.8060813354428913,0.5956718340714037,4.772216896113914
3.3201763373582645,0.12643615057974705,1.5292977627177962,0.8518966462196473,0.5894728758739659,4.972838180007988
3.7085099594396103,0.15682937013450596,1.465462551421424,0.8415759292286202,0.6728357070288019,4.7399515961047065
3.459019897224929,0.150632735051171,1.5109128473262716,0.7564497793143331,0.4883008743916121,4.778729531523604
3.4048135847853365,0.14075413239416407,1.6735767673620074,0.8233100191770756,0.6908810322776245,5.188742475481727
3.8221477211838653,0.13947620980202155,1.8050758813119614,0.8352790688667804,0.5738033238464884,4.6145038270366046
3.225054849594611,0.15425646524754588,1.371167166449115,0.9171567990536987,0.5911623123605618,4.9692244040838
3.6558914010929904,0.144765596421162,1.4501545901605168,0.8219352741657663,0.44791899404378893,4.82161865762099
3.722934923055007,0.15784949320409783,1.2867414371846235,0.9794492352664884,0.5104814368870142,3.99184468107282
4.264298258867349,0.12492329814722616,1.47805631530207,0.7739670674110475,0.5558299958026163,4.831785770855832
2.9397034174843184,0.15857410781483847,1.6509302870577651,0.8450478216226633,0.5248448451367904,4.450380620073587
3.3046331551222248,0.1546730789095873,1.5410219517623667,0.8214927242268156,0.6423572223937178,4.286349657023786
3.604010951566615,0.16934847223818605,1.5347163833833204,0.9359905949817653,0.5310253201634828,4.611931016588556
3.6223843889520757,0.12882015137958946,1.4015957472544114,0.8191331410331196,0.6455566934519816,5.005031929111349
3.967843060390147,0.13928143471563847,1.5312113557437879,0.9054373395852728,0.538619653327474,5.335497569435009
3.059139150231238,0.14962468641123092,1.5135060602208357,1.0603909407321044,0.5608616947993665,5.061632883514771
3.6832651045903475,0.11636228002868614,1.58758068594504,0.8400773581012022,0.5192488715010843,4.4813217790479705
3.4778227155391055,0.15102189488853135,1.4800347226497563,0.7512384685042296,0.6623679998140661,5.688428552608782
3.8275245661117374,0.14154098765568135,1.3182996676492946,0.8280672996133778,0.6254414416311636,4.898079270928814
3.7948320021023325,0.17312863994650393,1.3761096932667836,0.7162991382730102,0.490080942189313,4.645969478348314
3.6881999085188015,0.15722976317492865,1.5918540941379546,0.6904570182593931,0.6751653535540062,4.773740767582988
3.4078015058122957,0.15168771621271,1.5262791004362521,0.8369083439615455,0.5864566342565166,5.554181183645443
3.364733552309073,0.14606047870023717,1.3253606813801002,1.1005937425550185,0.6491335398929339,4.832301273608323
3.3789237913588654,0.15969086994990647,1.5035561252092198,0.8495118435649529,0.5772654333289465,5.253670122057789
3.378320001256505,0.1521610672935915,1.4381410905625047,0.8814748198976247,0.5972454787212688,4.880012966844365
3.8568790903428467,0.13250372800964622,1.5259145882818088,0.9058727244624204,0.5371597875761263,4.916531990547546
3.7339195605432267,0.16175387252890797,1.545580494422553,0.8101197615139789,0.5444868234344519,4.596570881211223
3.7532092820364658,0.15287845190877905,1.7219054153478786,0.899356946161585,0.6447257662718991,4.582018499824776
3.6022919560538047,0.13357155696449752,1.563748003971052,0.8397389304496237,0.7247400333368353,5.645383424140402
2.9997987491955285,0.17380381112432933,1.505913543188356,1.0036481113670517,0.5874546583741491,4.523446263412324
4.101410855109247,0.12216519331413753,1.8106235099645096,0.8898556205289936,0.6536854602350335,4.805674628248181
3.4077951348116873,0.12060498111532264,1.4979542284727692,0.8769813719525872,0.46673139466541663,4.547765156375267
3.3902401323710896,0.13114733260011338,1.6754944586284977,0.9454982961270517,0.5531972789777735,4.422038977557266
4.811619254716016,0.12657399698977967,1.5983463825945157,1.0541452600263428,0.6370920212098798,5.166423210307649
3.8120192564204194,0.14003133557525718,1.8821921502719503,0.9678697444611584,0.535688378511465,4.928517561784135
3.4754518533958203,0.13899531900094042,1.283469239261814,0.8607045675202887,0.6164826775132006,4.429870305402793
3.702727496592935,0.13987932550207768,1.6122791990930958,0.7070781641949102,0.5741750304903409,4.583024888559018
4.004152122542451,0.12660163313904457,1.5600207594777151,0.9835497525434505,0.6049219488658867,4.332517256162685
4.029849479241373,0.13482902903380922,1.5289535787024462,0.7860893817189472,0.5160798700995388,4.788536954148556
3.6903925047820625,0.18743295692534803,1.466271349207651,0.833563024662852,0.5203096973737722,5.4623951578411765
3.9768480883001347,0.1131139355473345,1.6135629687401887,0.8668439923747842,0.5526539937939077,4.716891018708191
3.79307333336459,0.137139275613542,1.629733652627879,0.8833028347151,0.5216675458575665,5.609126136363086
3.3553587784411527,0.14483914336701192,1.5577691167080292,0.903117737133451,0.5263588781699005,4.984780033663017
4.158644422962365,0.14473091785155162,1.19305394628359,0.8486648340580728,0.6005845057194518,4.93659655609922
3.8917563373172244,0.14475658326860597,1.525031920189149,0.7452272265487909,0.642525832143874,4.755231586438159
3.7604684546838003,0.14705984402877734,1.211038758153064,0.7746839852449363,0.6758461078154452,5.334242058573842
3.45071795015107,0.12930239266310517,1.6440399867740543,0.8077689931066415,0.7546054617771782,4.802130208965026
3.302762564175775,0.15291563393296845,1.5052764815619066,0.7492182876443984,0.5571815494866333,4.468323317926788
4.0965259214708745,0.17065423100795135,1.6507152132358838,0.859983202844061,0.5559879346723341,5.174848218397147
3.789791022484629,0.17757913822382712,1.372980785884419,0.7064316403211925,0.4886526479346013,4.639351973852099
4.442501013400124,0.14049375030117947,1.7850627310323897,0.9137997107429664,0.5923983146997017,4.240233028498779
3.5174117087329004,0.13166057546562715,1.5086913073027832,0.9014690923071481,0.5631956570251412,5.020429983961465
3.5870266520065,0.13929761057327167,1.360648005241974,0.8849993176532661,0.6689399872041424,4.806949030457031
3.613640245196983,0.1379337069696436,1.390204478007141,1.0113806945305588,0.5308162189168958,4.6160156887326576
3.815779815825712,0.13399182636895893,1.3941967883780346,0.7624072325265054,0.5362306387210614,5.887879653323846
3.5350700899339924,0.13451053082468878,1.3659801202273747,0.7249520613179903,0.49988042420738527,4.795301261682329
3.847552302402263,0.1759982915429425,1.3750034453011497,0.7022225489018886,0.48086514584335954,4.62418832104147
3.9697781232933815,0.1575948104183165,1.4787885951679074,0.847630877264389,0.6321727206097743,5.24317211593341
4.268002176412473,0.1501629999332969,1.2424112501105165,0.8254607215182065,0.5841705070356256,4.4129844443141275
3.2374339703443327,0.12871801362740917,1.4740153313084927,0.7668744353567599,0.6009508390476803,4.582920498980441
3.4779749734862393,0.11560567359537155,1.4253029732578717,0.9542187863705157,0.5030964482137871,4.533694581731667
3.5376563015986084,0.1455263087480293,1.3304729864564373,0.8330942386026016,0.5646214506331694,4.4711060009317265
3.3291002229688016,0.12738990541940462,1.5417042521002566,0.8187890116039599,0.5145481057276459,4.406793338075524
3.685313903388114,0.14471098124582646,1.556006809900047,0.8946139231158393,0.5481831095051315,4.471939703769158
3.671195376608091,0.13381716812921263,1.5444153126337368,0.8333678681859626,0.6568069474898535,5.173205430356667
3.950543550282717,0.13046972273081311,1.4094340480311878,1.076562423533376,0.6262341402980872,4.5135022664358955
3.9697781232933815,0.1575948104183165,1.4787885951679074,0.847630877264389,0.6321727206097743,5.24317211593341
3.496026966886424,0.1617210010814088,1.9214854356831428,0.8846963904465279,0.5825607593515342,4.208979678385269
3.202881552357335,0.14118261857984943,1.5702735581148872,0.80982246473786,0.48420683394087494,4.854710221048661
4.0335837363467775,0.12728900985094818,1.2930879096628567,0.8520491825241606,0.5470567999333511,4.733349816705021
3.6624305110194393,0.1722762558228417,1.4794086807729723,0.8647976719272896,0.6077542058958926,4.5451102774942385
3.7217274377226377,0.13211623163368588,1.5099666150917175,0.8427411239569885,0.6307579482137075,4.439712741733931
