k_H,K_X,k_STO,eta_NOX,K_O2,K_NOX,K_S,K_STO,mu_H,K_NH4,K_ALK,b_H_O2,b_H_NOX,b_STO_O2,b_STO_NOX,mu_A,K_A_NH4,K_A_O2,K_A_ALK,b_A_O2,b_A_NOX,f_S_I,Y_STO_O2,Y_STO_NOX,Y_H_O2,Y_H_NOX,Y_A,f_X_I,i_N_S_I,i_N_S_S,i_N_X_I,i_N_X_S,i_N_BM,i_SS_X_I,i_SS_X_S,i_SS_BM
9.008991947218707,0.9962729621792386,12.011285817861644,0.5073396486372589,0.19880119357132606,0.5225319323682246,10.005780179058855,0.10473586615063227,3.0031076875489537,0.002318095854513366,0.10018168860819766,0.28581237533920534,0.14874587436697478,0.286767565416538,0.1467808302357429,1.2928707071095216,1.4010689408260686,0.5165798405718753,0.5028334794783179,0.20696074196152936,0.09804954894297707,0.0003365827765804998,0.7845751185907374,0.6893514661626515,0.8085106250662254,0.6520605076609157,0.23182954875213424,0.20193350122913575,0.017911826155451907,0.037644714786900096,0.036434753329548056,0.024847754673532587,0.06419212921914287,0.749999955,0.749999955,0.899999955
8.99375920675119,0.9789892422636138,11.987446395408089,0.5163847056356773,0.19752648385326624,0.4939494560802163,10.004253395733173,0.08763602364740979,3.0127176482527376,0.01577977721953902,0.0901063762376752,0.30383345175084464,0.14562217535000282,0.3018385892111261,0.1387803948889105,1.3023848456658538,1.3975959570107612,0.5026444757315471,0.48013637433241607,0.2016278120064364,0.08651346339920796,0.0009193921544771428,0.7940259590584777,0.6971280876917975,0.8033319900993581,0.6573290833756411,0.24343865919612667,0.21042271582826372,0.012517607892037054,0.036576744574152144,0.03842763020228106,0.03234016659560965,0.07601436923478484,0.749999955,0.749999955,0.899999955
8.982657564827331,0.9939879631847955,11.996854639217371,0.492370029020679,0.20757408709189012,0.5167671913383619,9.987361132227146,0.09262021592302658,3.004479468334502,0.006489928715775343,0.09865185540093126,0.2995046730876706,0.15302244210556018,0.2907656593912033,0.13299761011045985,1.316494807100226,1.39322793778621,0.5121408323895399,0.495783937649311,0.19501598332278305,0.10063797360522965,0.006514592520324315,0.8006168861940284,0.7089285338850987,0.8012034179486356,0.6503428580273981,0.23884387697900544,0.19461676530441246,0.008596922616101958,0.027036573784277,0.03334574714616978,0.03375097341981413,0.07546733623960762,0.749999955,0.749999955,0.899999955
8.999437277337421,0.9840188041109286,11.999249264721177,0.49341757014814297,0.19380459110474862,0.48673362142885446,9.999141789319761,0.10009290197523513,2.993510323700949,0.0003239644425741294,0.09557969925935253,0.29468265386259823,0.15660329860965483,0.3137656075498459,0.1708049313959125,1.3056478107033056,1.4038766386421817,0.49773740869784483,0.5005230943031359,0.18797600932233333,0.10541957946327983,0.004952404330316689,0.8024149087383385,0.7012960223110388,0.7958648534588085,0.6403752082244759,0.24457340394366267,0.1945874575646154,0.022684710244999625,0.03366689091655269,0.03287233849281705,0.025830639333593475,0.06489300667581874,0.749999955,0.749999955,0.899999955
9.009643707188562,0.9982745709989054,12.00284154040578,0.5014706383296288,0.21201682591072374,0.48511429235181613,9.99254055951148,0.10081634445886832,2.9925938651313073,0.0055831019995702755,0.10914342599376493,0.3018810487637238,0.13759986894157125,0.3043508469702539,0.14116675005718057,1.3006240340212822,1.388231466291011,0.48845780038425424,0.49903652546893323,0.1970346933627896,0.08784359866609881,0.0012895599269137782,0.8063689231415369,0.6982929964393183,0.7896293272746466,0.6593334057117965,0.2497467015525052,0.20595436941997808,0.016732467184196232,0.029770032530434875,0.03969646345383675,0.028001910870816757,0.06693620143909741,0.749999955,0.749999955,0.899999955
8.992336378945335,1.0075123027901904,12.004097908087527,0.4910083763866134,0.19202592868328602,0.49083415590983165,10.000530768662626,0.09809872875394889,2.9905628514933786,0.012158278893441031,0.08017479541210829,0.2928846032532565,0.1624472655675588,0.29904190204216624,0.1628569580243616,1.2838238613246375,1.4086810781955643,0.5179811976665667,0.49624997362718676,0.1887797194002513,0.07121163191062976,0.0002349126525131816,0.7940643944431344,0.6813239912009111,0.8028397958705109,0.6445355498638126,0.24569377998242042,0.18905879970238504,0.012207303978908714,0.015764359808137413,0.043881940390573075,0.02109685394010955,0.05228911303962368,0.749999955,0.749999955,0.899999955
8.988338130868916,0.9903532545227675,12.007669745808348,0.5053192575075648,0.19611833574631315,0.48496756143112524,9.982669872329911,0.10455765957093534,3.014937588780624,0.012244338531874035,0.10689436771692114,0.2994058948198235,0.13957419585044262,0.29437802254990414,0.15600735367335525,1.2885278589113733,1.4113011668284616,0.4886336665604379,0.4906350605052584,0.18995830697161417,0.10359122284281774,0.00022556421931319164,0.7943751630640099,0.7114295286369863,0.8012338698374587,0.6525523327641597,0.24202813155654224,0.21371005823074582,0.006863749507688504,0.047125140554727045,0.04079510305524296,0.025405103984156782,0.06878796858629345,0.749999955,0.749999955,0.899999955
8.98765873885825,0.9953703013573021,11.999368939116605,0.48296614748824385,0.1978438879962956,0.504493655851254,9.99474906744743,0.07776134447755115,2.9936337166599443,0.012641931100117784,0.09147475961378183,0.279852275537193,0.14680721551966489,0.31653387913339104,0.15110279862311146,1.270893962386589,1.4061067167296244,0.5310660160318786,0.4828645666042978,0.18931966866109198,0.11135422043505233,0.0063601924676688305,0.7938197717914544,0.6988174470883459,0.7913480982835547,0.6433597616475001,0.23231015289684298,0.22071603319438207,0.014418698260067466,0.029407073098731463,0.04050854476238843,0.029580995861057273,0.06847043604094052,0.749999955,0.749999955,0.899999955
8.985677742892845,1.0036618036615461,12.002586435503831,0.4875734369208178,0.20757585356150302,0.4963348527587358,10.007689923225406,0.11688632800049814,3.0053578564651295,0.01020810430344384,0.09860652048167277,0.29755191767218186,0.13982936295736012,0.2982626458539325,0.15112705995203038,1.2864724383032062,1.4038587646505372,0.4851408137604965,0.48549509719150385,0.20706466799270598,0.1010417150854585,0.00044143629658541396,0.8053579730130125,0.694965189661035,0.7923201867821166,0.6571754513543303,0.2350845241507501,0.20176247913757397,0.006104566676939081,0.024153222750697395,0.0661296659377062,0.02769951067826796,0.0635148937449204,0.749999955,0.749999955,0.899999955
8.987760878891066,0.992938694630956,11.998792537031498,0.49945762861841936,0.20159919043686514,0.5193251384767614,9.986700196799772,0.09374876132646723,2.990626725826558,0.0012122399716013167,0.09949452141620165,0.31597104603508197,0.14216486649253413,0.3247377060949605,0.13801144728003623,1.282332422835629,1.4001554905984168,0.5122950175888409,0.4955152488788244,0.1898252616906139,0.1083078069648823,0.010915823819952741,0.8040942813985361,0.7209112264886457,0.7998380332562874,0.6448323396445842,0.23596018693207352,0.20250289122123266,0.020533038322382374,0.019706334653456354,0.04931748798404916,0.03753345261757176,0.08002090843981424,0.749999955,0.749999955,0.899999955
