sigma_COD,sigma_NH4,sigma_NOx,sigma_TKN,sigma_Alkalinity,sigma_TSS
5.547838801387254,0.2649007700447205,2.6751324340608615,1.1663475399137893,0.6381172583421767,6.380726961194227
6.14058386874997,0.2629269233100872,2.2935329098013093,1.0708195804625589,0.6384576031975636,7.388095864053925
6.01955364480548,0.2565028684474373,2.395228576468884,1.2695019146075865,0.6964402879682249,7.210547970163767
5.690828337828296,0.2677347052667442,2.4000443703582888,1.1921329960711369,0.5861676532694748,6.6893366827006835
6.11688761156087,0.26919160369295186,2.385992353633529,1.1800035650685226,0.6787136575048717,6.820289561852018
5.719531193866707,0.26281952462422337,2.1579976621593024,1.2363411008579985,0.6006337699234721,6.546151808085466
6.122455524891218,0.2331163265289356,2.446158732886239,1.4000663041438026,0.6240892647883303,7.3592043591932335
5.883123517463627,0.24438242449700298,2.723402766516434,1.2254932082612298,0.5926587104123681,6.588772581558333
5.8575435637731195,0.283327152936944,2.4673909658928483,1.1601669937615275,0.6712112102716916,6.726219751188146
5.919498719030374,0.25265932308442174,2.558074331842967,1.1843301044854146,0.6910232834317473,6.857155552066458
6.287153475413265,0.27210937597377066,2.2223362011133383,1.2533218016087908,0.5889102602917685,7.136964104442623
6.005947892351879,0.24147823993258263,2.19572735771162,1.317669607648511,0.714864456484936,6.83329354864485
6.055671598497893,0.24790098042404374,2.2765914940340743,1.4017482993576984,0.7530201235503747,6.625784618814426
5.850867033683604,0.28297007951256464,2.509491911945317,1.3237086118069201,0.607170477881224,7.060529110776228
5.181284461079506,0.2871625495893043,2.3126406446508865,1.3279386755001257,0.6779164974554163,6.722014250769304
5.641434675944187,0.2273266547262223,2.544443609763669,1.2277580455600978,0.7184605549635603,7.011416148513652
5.944820105889856,0.294034388982615,2.3956705248438217,1.3051136092305982,0.7051665747022774,7.330767459153817
5.699267700687564,0.27370090564053023,2.6593633367657437,1.258526997384574,0.7710103389204094,6.903952051908406
5.59279055710934,0.24257998590749072,2.3596759182068086,1.2709613651406946,0.6453683726619425,6.878810024178165
5.719234361090902,0.27464887155639234,2.40784008540974,1.3455648421272384,0.6597112701454441,6.615229286624134
6.2072064758417085,0.2869658463477857,2.334179941119659,1.2649884195863326,0.6326865705327348,6.590850515633927
5.4384057524531935,0.23985622787502947,2.469619984950982,1.2864388756769616,0.6709025148137379,7.094354289592816
6.089451488492674,0.23010244437855917,2.4253013984934753,1.3481661151197724,0.7033325248652516,6.764863085510844
6.485694191703979,0.245238631361695,2.4101949224718893,1.1461463891254493,0.56685393559014,7.0200499281337665
5.8313507717619215,0.24449957163172586,2.5243356411044227,1.1435860751746536,0.6127938979191832,6.801358491250228
5.953103157815798,0.2846357096916741,2.144397540712525,1.2177956334533064,0.7339620584714867,6.853114396706901
5.873991956964366,0.24497004858807803,2.3446204452560657,1.1508073372456826,0.6497239729758068,6.830499408813959
5.366649979019077,0.23838057302942042,2.5799854912610445,1.1744753852789747,0.6737420220686681,6.405936611581786
6.032864485687672,0.252956304809107,2.433962336296689,1.4435601540856353,0.7215649297616472,7.7152759052780615
6.0880503720724795,0.24758393516800076,2.3668456756829417,1.400721186389436,0.6697747419136364,6.846980998759252
5.853859985325591,0.23314581828739006,2.4829264169661793,1.252759332260615,0.6812969223951914,7.546566603443166
5.652387753022759,0.23652741365109262,2.4929421348489385,1.151539220625142,0.6845896747562829,6.830110870319046
6.050528526922983,0.25596948653922963,2.6054092370046646,1.202934128707612,0.6682071473277442,6.598686063244271
5.8443679689197925,0.2800632132146917,2.0253453570467825,1.2142674760282113,0.5860370278561557,6.136024938426708
5.218760202638652,0.23557093013870598,2.5440321162738386,1.2701215986158307,0.6755845269152339,6.794143437382972
5.897551281517521,0.2550805695844805,2.1911039554438525,1.187879278330381,0.6126252482502742,6.58555649175077
6.251926980414458,0.26540497736040625,2.255052315466474,1.1217357969516093,0.649372854318094,6.873851695981637
5.655624031828807,0.235621371369465,2.9048029054725264,1.2237114115362957,0.6618435947738509,6.8430075412871405
6.059511243411145,0.27075600032288605,2.2672878512758503,1.0825393296791455,0.726008239409113,7.141501771063525
5.3877504841502795,0.24938272329940034,2.297465576731419,1.1730237866186108,0.5977354539035785,6.665157273359549
5.887833960768852,0.2532597525152057,2.4307927730657606,1.217107109429135,0.5837798287182213,6.793926904758559
5.372365545490663,0.23952176601260047,2.450677889868183,1.1619929413295267,0.675183774977767,6.365322681763491
5.7623731614509905,0.24626414891802925,2.2374294763210116,1.2126027443239746,0.7234178410249806,6.8024232324678024
5.83775360513064,0.25267974314897024,2.5026284077114855,1.2503338313648307,0.6445275058035402,7.084801009922328
6.420252918982996,0.28908289741141524,2.2785950823774423,1.2701049144174867,0.6600428499731454,7.372207660789302
6.270701058290282,0.2495911314876067,2.246344545230572,1.1887340342256887,0.5823805784409638,6.84905274974194
6.139146072007833,0.2699812086984383,2.3686677896544266,1.0871293966187439,0.6580837068136182,6.581234399129213
5.584497664496319,0.2367389374432629,2.480684426416707,1.2846758152681148,0.6933271581160344,6.1821200674933765
