k_H,K_X,k_STO,eta_NOX,K_O2,K_NOX,K_S,K_STO,mu_H,K_NH4,K_ALK,b_H_O2,b_H_NOX,b_STO_O2,b_STO_NOX,mu_A,K_A_NH4,K_A_O2,K_A_ALK,b_A_O2,b_A_NOX,f_S_I,Y_STO_O2,Y_STO_NOX,Y_H_O2,Y_H_NOX,Y_A,f_X_I,i_N_S_I,i_N_S_S,i_N_X_I,i_N_X_S,i_N_BM,i_SS_X_I,i_SS_X_S,i_SS_BM
7.660222687640381,0.9769188170295017,8.221492444038653,0.4346923274158161,0.25925637877921653,0.23503678497013755,3.641372146516784,0.00985705272507493,3.1133180385219243,0.012877716092798792,0.09387574312999751,0.3226350460931407,0.20432289602024617,0.16322260603471092,0.13444324609655817,1.4154457935705214,2.3957939036201306,0.21660512514940894,0.3772620615548247,0.13027298274162255,0.045719757548150976,0.015054358326867537,0.7251888531486121,1.0600560743778762,0.8532096286700992,0.5910307942515771,0.2989678062964927,0.1757471279881485,0.006641238736503666,0.035198913377601414,0.03198800141252672,0.030052439810228267,0.07217953931814042,0.749999955,0.749999955,0.899999955
10.640225600751876,1.2167579421748185,9.216328658009173,0.9301902566998941,0.3168230379395952,0.4336743337722267,6.026609536207269,0.029717147758480986,2.5886994430983754,0.008138828795021497,0.10181599157901278,0.45378831422585764,0.23878397475960136,0.17054978573641305,0.15801671879775955,1.466133050643147,2.1597322590436696,0.34714548598282174,0.33648260978560635,0.1111089749504198,0.04012829770912057,0.02199570904984639,0.5607271110317084,0.9430747342902349,1.2122844890756306,0.9501025733082777,0.34160172897234853,0.001202707765932348,0.007555277405850887,0.02656994305022486,0.02394662157334205,0.026591925804510218,0.061985085098028685,0.749999955,0.749999955,0.899999955
4.93516906807539,0.9179872344524824,11.627842967374555,0.7364091443556884,0.38627289730340925,0.39534796734907673,4.727400314578821,0.007479051724175861,2.450699722326533,0.01313906733597217,0.10855114808002235,0.40698936566934374,0.20988818724563152,0.3237061159586311,0.09919651498507943,1.435258267137402,1.8136706218216578,0.3578022552139193,0.5770073662783759,0.12954591962144194,0.03664936470030967,0.009503337941012597,0.5398065293154287,0.841651027879991,1.0643063750391024,0.9778038477926687,0.34732689804708156,0.10401548584479726,0.009096037744303592,0.030297706743955724,0.027833575475488342,0.0334709033648283,0.07716331641803481,0.749999955,0.749999955,0.899999955
8.441575135668243,1.3257420569324387,9.08127869545442,0.25001407304904066,0.22524708494423148,0.24183261925008817,5.827272498229551,0.05561495229879595,2.7399092578494013,0.012471071033274956,0.09985321083809097,0.3918033345987849,0.2349903238168549,0.2700818046249753,0.11416347309908118,1.6020949143939713,2.011601768755478,0.41756993033520645,0.7542758661494219,0.12650810133687165,0.020062449886989544,0.008178259793197829,0.6491088078290002,0.7007894876969432,1.0146974625560217,0.5351492440492485,0.38540638432363417,0.07959982561976493,0.010509457942480755,0.028242417366577108,0.039404748970449634,0.02217820535516899,0.058717024891097425,0.749999955,0.749999955,0.899999955
5.010780006287589,0.5165356122818532,10.811504484406631,0.5564974356071579,0.23715807546431558,0.3704449671038275,12.020768768292362,0.0012718838263488619,2.533629353634669,0.011926089702740787,0.0985059398450446,0.40697861290906034,0.14787171055018541,0.21487013671032554,0.11628120661544225,1.3522991425712894,2.057383490187084,0.2541713877513358,0.3446984133236707,0.06810663793176303,0.04540578697799429,0.016671016232649855,0.6452483105657005,0.9644263343671349,1.0188789003154732,0.66026315589926,0.34316435809883533,0.11813071639424992,0.010432104824372342,0.023126762044895006,0.03865252238831422,0.03104795910531365,0.06805455580600678,0.749999955,0.749999955,0.899999955
4.685900825574259,0.4172938095394192,8.523978116696584,0.40380962810937676,0.36190632447594584,0.4142656357644094,3.945301782318372,0.042209574140462114,3.01643869991355,0.008110133038595063,0.1155357654927281,0.428793272972572,0.16539604641421685,0.2894674020930196,0.13994440560389163,1.465151981299478,2.12626561480283,0.2789932859137654,0.7151797321880324,0.08725186451930002,0.06248261728062997,0.01228126808824259,0.6954015592943004,0.8384348851190495,0.9329261393633915,0.8161927475043369,0.3462315276813543,0.1858060717686173,0.011844150123301787,0.02731471659508858,0.021403370970968897,0.03380021182084199,0.07525461982674621,0.749999955,0.749999955,0.899999955
6.284579942855016,1.1684383215372225,14.743674862359361,0.4209893120315887,0.33200037632633955,0.4880821699622932,6.579751838333214,0.00044294071495911953,2.12072478084512,0.007815904992905956,0.10970452666771476,0.48072014601902463,0.1932123803656404,0.34121738743925684,0.13860837677182122,1.6022448143455443,1.9147997679425073,0.4641957183849237,0.249503121594683,0.16834924104734114,0.024056188357139283,0.010284308955006436,0.5508324450046387,0.814006882590481,1.1160441962679335,0.7579367672729264,0.401249035924293,0.15853124981145342,0.0064213303716046345,0.03491568304372202,0.03811406193106281,0.029146804695752822,0.07044132480346033,0.749999955,0.749999955,0.899999955
8.89552394424222,1.196700268963029,10.783981845723408,0.8051086530838059,0.2696662991699726,0.36558361022494434,2.391313668818508,0.08057718081633417,2.4964946729472346,0.011186349209449,0.11018574659698994,0.3963525227728334,0.18277505206957959,0.21750995029692477,0.1279724388641312,1.6626410991510325,2.5603447761862967,0.47889683508397307,0.6226551185311853,0.1459947821005585,0.04318428718476764,0.002790798378709819,0.6523486195872245,1.0155794973278365,0.9589677211334849,0.7183095672228741,0.2964637482970935,0.1777957280157405,0.013155274106941232,0.0304400726201168,0.020634709246330617,0.036468940821649976,0.08618513217948409,0.749999955,0.749999955,0.899999955
8.644959294037603,1.1557548018528947,9.916655443634715,0.5346364444656106,0.21240574636491277,0.4111459189167182,7.9636446289531255,0.059889608061228415,3.4371033522932417,0.009044806974678216,0.057733192681130224,0.31576486274119325,0.23075636574050465,0.38823706657597257,0.13278389538262902,1.6414675169703858,2.1414705483795404,0.3824793944038177,0.5678599658886796,0.2464670549769207,0.04222207483939716,0.0032753856072066,0.7635137238824835,0.9502954104982194,0.8199184608633834,0.6062766619359962,0.33550225502134357,0.19060772510160498,0.01030320622814846,0.03256526402911378,0.02883335380473003,0.029914965395449602,0.07034070537750398,0.749999955,0.749999955,0.899999955
5.552925016538864,0.9141423584214102,8.67641610517577,0.3107774932215276,0.18719837244609033,0.3751264562190807,4.261870654127525,0.013176971554747782,3.3397442517416605,0.00868849456544768,0.0770363656195106,0.39889494417093146,0.21272058375525285,0.2548816716524792,0.13495341335474054,1.530133813386173,1.8664026635536735,0.3418788853932024,0.4326470559196166,0.14397868415784992,0.05575690914659507,0.009532956638915718,0.6159393279070328,0.829487458227504,1.0480816713040244,0.49113976505280993,0.3868255573630519,0.0894836532989751,0.012286078984214029,0.026184794697868358,0.03191351936297437,0.029898867634206888,0.06724527143748282,0.749999955,0.749999955,0.899999955
