sigma_COD,sigma_NH4,sigma_NOx,sigma_TKN,sigma_Alkalinity,sigma_TSS
14.058623333084617,1.335587260359668,4.668071989140399,3.0660608500246074,1.6246780957189275,13.756013785488035
13.82477921990816,1.3052208353144705,4.712459158899056,3.029557108429986,1.567700279492034,13.866434181693645
14.064645668037747,1.291809145240669,4.7144351640728415,3.006213329338744,1.5958868745270325,13.9102740524574
14.294565055232585,1.2940946996630147,4.782412521052875,3.0699664205550925,1.6222852176347085,13.724590929729718
14.221458951821127,1.279833338014542,4.605054819574719,3.010526256856718,1.6531509195575587,13.90618311040996
13.799601865649828,1.3165506359367785,4.6423939415111475,3.05022904253146,1.5971415714598673,14.124508495523667
13.926795859005903,1.3263417826311048,4.583128137334658,3.135704625256653,1.5966124066736629,14.085202434666027
13.882984888063737,1.3029467725276573,4.613530328423433,3.0390304333553346,1.5847281367553976,14.203175252248725
13.599048644276143,1.3121527502047539,4.746160673155021,3.2104842155088034,1.6128617779813834,13.924024154296891
14.244285646344649,1.2969566980935952,4.566821932824691,3.0807810179803408,1.5679315822143673,14.108890916054403
13.602508695772103,1.3194387959976397,4.7741503327419155,3.0328836492244293,1.6218644895386536,13.842437499195057
13.945971075569728,1.3028651530442383,4.526876953560315,3.0520668226441043,1.6557846149527822,14.009233730772271
14.0500074202713,1.295557318602612,4.54303856972111,3.124823871546619,1.5940315525247324,13.881061113833601
14.04509642486109,1.3029192493480901,4.701386922461763,3.104280896420821,1.6031381894374173,13.638590085736642
13.776059303288411,1.332156319071806,4.567349710298416,3.1098028594581617,1.666397553534939,13.790284961714876
13.751198474938658,1.298978664850157,4.783645156481655,3.1411732909484185,1.5942098728363843,13.86487467560137
14.325640323328555,1.3312211741382627,4.652277674704599,3.1407997411203907,1.626454457513059,13.983947958763043
13.97183839087493,1.2656989351965413,4.68118815454157,3.0723939276845087,1.5478279412718845,14.500511349064624
13.95694394552092,1.3293451827362892,4.735037928046432,3.1904306873408936,1.63604439419179,14.07313590733135
14.094376163885029,1.3505845151521005,4.599062850434256,3.0899728671220306,1.5813157040149408,14.009736931946637
14.015178050240618,1.3224245157608483,4.653161463558418,3.0352486368773706,1.5773326592664858,14.110978006782611
13.965321680513835,1.306145497124244,4.709328181701731,3.1308056317961483,1.6384901834791985,14.133776221381886
14.300452821635465,1.2912029480614733,4.739928672177406,3.059228622326581,1.6243717307896526,14.32343360308474
14.078492814191238,1.3078417444282453,4.7674024800762975,3.0473692561448806,1.6630151965898259,14.076669903381129
